clause_id,doc_id,document,source_location,clause_text,domain_markers,domain_marker_evidence,technical_tariff_clause,technical_tariff_evidence,policy_theme,best_theme_candidate,best_theme_score,second_theme_candidate,second_theme_score,score_margin,rule_keyword,top_evidence_keywords,confidence,evidence_strength,audit_note
C00699,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 38,"Daftar penyedia terseleksi oleh PT PLN (Persero) yang telah ditetapkan, sebelum Peraturan Presiden ini mulai berlaku dinyatakan tetap berlaku",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.4,Environmental Protection and Safety,0.0,0.4,"peraturan, ditetapkan","peraturan, ditetapkan",0.472,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00709,UU21_2014,UU No. 21 Tahun 2014,Pasal 1 angka 2,Kawasan Hutan adalah wilayah tertentu yang ditetapkan oleh Pemerintah untuk dipertahankan keberadaannya sebagai hutan tetap,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.4,Environmental Protection and Safety,0.0,0.4,"pemerintah, ditetapkan","pemerintah, ditetapkan",0.472,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00460,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 1 angka 2,Perseroan Terbatas Perusahaan Listrik Negara (Perusahaan Perseroan) yang selanjutnya disingkat PT PLN (Persero) adalah badan usaha milik negara yang didirikan berdasarkan Peraturan Pemerintah Nomor 23 Tahun 1994 tentang Pengalihan Bentuk Perusahaan Umum (Perum) Listrik Negara Menjadi Perusahaan Perseroan (Persero),,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.7,Economic and Pricing Policy,0.3,0.4,"pemerintah, peraturan, badan usaha","badan usaha, pemerintah, peraturan",0.496,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00614,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 19 ayat 2,"Dalam rangka penawaran kuota kapasitas sebagaimana dimaksud pada ayat (1) huruf a, Menteri menetapkan besaran kuota kapasitas",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.45,Environmental Protection and Safety,0.0,0.45,"menteri, menetapkan","menetapkan, menteri",0.478,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00081,UU30_2007,UU No. 30 Tahun 2007,Pasal 12 ayat 2 huruf d,mengawasi pelaksanaan kebijakan di bidang energi yang bersifat lintas sektoral,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.55,Environmental Protection and Safety,0.0,0.55,"pelaksanaan, kebijakan","pelaksanaan, kebijakan",0.491,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00919,UU21_2014,UU No. 21 Tahun 2014,Pasal 52 ayat 2,Ketentuan lebih lanjut mengenai kewajiban pemegang Izin Panas Bumi sebagaimana dimaksud pada ayat (1) diatur dalam Peraturan Pemerintah,geothermal,geothermal: panas bumi; izin panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.9,Renewable and Sustainable Energy,0.35,0.55,"pemerintah, peraturan, ketentuan, diatur","ketentuan, diatur, pemerintah, peraturan",0.519,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00466,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 1 angka 5,"Rencana Usaha Penyediaan Tenaga Listrik yang selanjutnya disingkat RUPTL adalah rencana pengadaan Tenaga Listrik meliputi pembangkitan, transmisi, distribusi, dan/atau penjualan Tenaga Listrik kepada konsumen dalam suatu wilayah usaha",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Energy Security,0.45,0.55,ruptl,ruptl,0.527,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00868,UU21_2014,UU No. 21 Tahun 2014,Pasal 40 ayat 1,dan ayat (2) diatur dalam Peraturan Pemerintah,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.65,Environmental Protection and Safety,0.0,0.65,"pemerintah, peraturan, diatur","diatur, pemerintah, peraturan",0.504,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00900,UU21_2014,UU No. 21 Tahun 2014,Pasal 50 ayat 1,dan ayat (2) diatur dalam Peraturan Pemerintah,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.65,Environmental Protection and Safety,0.0,0.65,"pemerintah, peraturan, diatur","diatur, pemerintah, peraturan",0.504,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00941,UU21_2014,UU No. 21 Tahun 2014,Pasal 56 ayat 1,dan ayat (2) diatur dalam Peraturan Pemerintah,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.65,Environmental Protection and Safety,0.0,0.65,"pemerintah, peraturan, diatur","diatur, pemerintah, peraturan",0.504,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00944,UU21_2014,UU No. 21 Tahun 2014,Pasal 58,pemanfaatan data dan informasi diatur dalam Peraturan Pemerintah,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.65,Environmental Protection and Safety,0.0,0.65,"pemerintah, peraturan, diatur","diatur, pemerintah, peraturan",0.504,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00912,UU21_2014,UU No. 21 Tahun 2014,Pasal 52 ayat 1 huruf f,"memberikan dukungan terhadap kegiatan penciptaan, pengembangan kompetensi, dan pembinaan sumber daya manusia di bidang Panas Bumi",geothermal,geothermal: panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Renewable and Sustainable Energy,0.35,0.65,pembinaan,pembinaan,0.532,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00176,UU30_2007,UU No. 30 Tahun 2007,Pasal 33,Peraturan pelaksanaan Undang-Undang ini harus telah ditetapkan paling lambat 1 (satu) tahun sejak Undang-Undang ini diundangkan,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.7,Environmental Protection and Safety,0.0,0.7,"peraturan, ditetapkan, pelaksanaan","pelaksanaan, peraturan, ditetapkan",0.511,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00659,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 25,", dalam menyusun kebijakan harus berkoordinasi dengan Menteri",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.75,Environmental Protection and Safety,0.0,0.75,"menteri, menyusun, kebijakan","menyusun, kebijakan, menteri",0.517,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00723,UU21_2014,UU No. 21 Tahun 2014,Pasal 1 angka 16,Menteri adalah menteri yang menyelenggarakan urusan pemerintahan di bidang Panas Bumi,geothermal,geothermal: panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Renewable and Sustainable Energy,0.35,0.85,"menteri, urusan pemerintahan","urusan pemerintahan, menteri",0.558,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00745,UU21_2014,UU No. 21 Tahun 2014,Pasal 6 ayat 1,Kewenangan Pemerintah dalam penyelenggaraan Panas Bumi sebagaimana dimaksud dalam Pasal 5 ayat (1) meliputi,geothermal,geothermal: panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Renewable and Sustainable Energy,0.35,0.85,"pemerintah, kewenangan","kewenangan, pemerintah",0.558,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00754,UU21_2014,UU No. 21 Tahun 2014,Pasal 7,Kewenangan pemerintah provinsi dalam penyelenggaraan Panas Bumi sebagaimana dimaksud dalam Pasal 5 ayat (2) meliputi,geothermal,geothermal: panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Renewable and Sustainable Energy,0.35,0.85,"pemerintah, kewenangan","kewenangan, pemerintah",0.558,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00759,UU21_2014,UU No. 21 Tahun 2014,Pasal 8,Kewenangan pemerintah kabupaten/kota dalam penyelenggaraan Panas Bumi sebagaimana dimaksud dalam Pasal 5 ayat (3) meliputi,geothermal,geothermal: panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Renewable and Sustainable Energy,0.35,0.85,"pemerintah, kewenangan","kewenangan, pemerintah",0.558,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00838,UU21_2014,UU No. 21 Tahun 2014,Pasal 29 ayat 4,Menteri wajib memberikan persetujuan atau penolakan terhadap permohonan perpanjangan Izin Panas Bumi paling lambat 1 (satu) tahun sejak persyaratan permohonan diajukan secara lengkap,geothermal,geothermal: panas bumi; izin panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Renewable and Sustainable Energy,0.35,0.85,"menteri, persetujuan","persetujuan, menteri",0.558,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00861,UU21_2014,UU No. 21 Tahun 2014,Pasal 38 ayat 2,Kewajiban pemegang Izin Panas Bumi sebagaimana dimaksud pada ayat (1) dinyatakan telah terpenuhi setelah mendapatkan persetujuan dari Menteri,geothermal,geothermal: panas bumi; izin panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Renewable and Sustainable Energy,0.35,0.85,"menteri, persetujuan","persetujuan, menteri",0.558,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00920,UU21_2014,UU No. 21 Tahun 2014,Pasal 53 ayat 1,Pemegang Izin Panas Bumi wajib memberikan bonus produksi kepada Pemerintah Daerah yang wilayah administratifnya meliputi Wilayah Kerja yang bersangkutan berdasarkan persentase tertentu dari pendapatan kotor sejak unit pertama berproduksi secara komersial,geothermal,geothermal: panas bumi; izin panas bumi,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Renewable and Sustainable Energy,0.35,0.85,"pemerintah, pemerintah daerah","pemerintah daerah, pemerintah",0.558,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00140,UU30_2007,UU No. 30 Tahun 2007,Pasal 23 ayat 6,Ketentuan lebih lanjut mengenai klasifikasi jasa energi diatur dengan Peraturan Pemerintah,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.9,Environmental Protection and Safety,0.0,0.9,"pemerintah, peraturan, ketentuan, diatur","ketentuan, diatur, pemerintah, peraturan",0.537,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00146,UU30_2007,UU No. 30 Tahun 2007,Pasal 24 ayat 2,Ketentuan lebih lanjut mengenai kewajiban pengusahaan energi sebagaimana dimaksud pada ayat (1) diatur dengan Peraturan Pemerintah,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.9,Environmental Protection and Safety,0.0,0.9,"pemerintah, peraturan, ketentuan, diatur","ketentuan, diatur, pemerintah, peraturan",0.537,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00621,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 4 ayat 3,Ketentuan mengenai mekanisme penugasan dari Menteri kepada PT PLN (Persero) sebagaimana dimaksud pada ayat (2) diatur dalam Peraturan Menteri,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.9,Environmental Protection and Safety,0.0,0.9,"menteri, peraturan, ketentuan, diatur","ketentuan, diatur, menteri, peraturan",0.537,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00803,UU21_2014,UU No. 21 Tahun 2014,Pasal 17 ayat 5,Ketentuan lebih lanjut mengenai Survei Pendahuluan atau Eksplorasi dan tata cara penugasan diatur dalam Peraturan Pemerintah,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.9,Environmental Protection and Safety,0.0,0.9,"pemerintah, peraturan, ketentuan, diatur","ketentuan, diatur, pemerintah, peraturan",0.537,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00807,UU21_2014,UU No. 21 Tahun 2014,Pasal 19 ayat 2,Ketentuan mengenai luas Wilayah Kerja sebagaimana dimaksud pada ayat (1) diatur dalam Peraturan Pemerintah,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.9,Environmental Protection and Safety,0.0,0.9,"pemerintah, peraturan, ketentuan, diatur","ketentuan, diatur, pemerintah, peraturan",0.537,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00921,UU21_2014,UU No. 21 Tahun 2014,Pasal 53 ayat 2,Ketentuan mengenai besaran dan tata cara pemberian bonus produksi sebagaimana dimaksud pada ayat (1) diatur dengan Peraturan Pemerintah,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,0.9,Environmental Protection and Safety,0.0,0.9,"pemerintah, peraturan, ketentuan, diatur","ketentuan, diatur, pemerintah, peraturan",0.537,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00037,UU30_2007,UU No. 30 Tahun 2007,Pasal 3 huruf a,tercapainya kemandirian pengelolaan energi,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,pengelolaan energi,pengelolaan energi,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00066,UU30_2007,UU No. 30 Tahun 2007,Pasal 10 ayat 1,Kerja sama internasional di bidang energi hanya dapat dilakukan untuk,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,kerja sama,kerja sama,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00194,PP79_2014,PP No. 79 Tahun 2014,Pasal 1 angka 14,"Kemandirian Pengelolaan Energi adalah kualitas Pengelolaan Energi yang sepenuhnya berorientasi pada kepentingan nasional untuk menjamin bahwa Energi, Sumber Energi, dan Sumber Daya Energi dikelola sebaik- baiknya untuk sebesar-besarnya kemakmuran rakyat, dengan mengutamakan semaksimal mungkin kemampuan sumber daya manusia dan industri dalam negeri",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,pengelolaan energi,pengelolaan energi,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00320,PP79_2014,PP No. 79 Tahun 2014,Pasal 17 ayat 7 huruf h,penetapan target konsumsi bahan bakar di sektor transportasi dilakukan secara terukur dan bertahap untuk peningkatan efisiensi,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,penetapan,penetapan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00391,PP79_2014,PP No. 79 Tahun 2014,Pasal 26 ayat 2,Penguatan kelembagaan sebagaimana dimaksud pada ayat,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,kelembagaan,kelembagaan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00396,PP79_2014,PP No. 79 Tahun 2014,Pasal 26 ayat 1 huruf d,meningkatkan kemampuan sumber daya manusia di bidang Energi di daerah dalam Pengelolaan Energi,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,pengelolaan energi,pengelolaan energi,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00434,PERPRES22_2017,Perpres No. 22 Tahun 2017,Pasal 3 ayat 1 huruf a,penyusunan dokumen perencanaan pembangunan pusat dan perencanaan pembangunan daerah,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,dokumen perencanaan,dokumen perencanaan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00450,PERPRES22_2017,Perpres No. 22 Tahun 2017,Pasal 6 ayat 1 huruf a,KEN mengalami perubahan mendasar,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,ken,ken,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00451,PERPRES22_2017,Perpres No. 22 Tahun 2017,Pasal 6 ayat 1 huruf b,"perubahan lingkungan strategis antara lain perubahan indikator perencanaan energi baik di tingkat nasional, regional maupun internasional",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,perencanaan energi,perencanaan energi,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00594,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 15 ayat 2,Evaluasi dokumen sebagaimana dimaksud pada ayat (1) terdiri atas penilaian,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,evaluasi,evaluasi,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00744,UU21_2014,UU No. 21 Tahun 2014,Pasal 5 ayat 3 huruf b,wilayah laut paling jauh 1/3 (satu per tiga) dari wilayah laut kewenangan provinsi,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,kewenangan,kewenangan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00748,UU21_2014,UU No. 21 Tahun 2014,Pasal 6 ayat 1 huruf d,pemberian Izin Pemanfaatan Langsung pada wilayah yang menjadi kewenangannya,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,izin pemanfaatan,izin pemanfaatan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00756,UU21_2014,UU No. 21 Tahun 2014,Pasal 7 huruf b,pemberian Izin Pemanfaatan Langsung pada wilayah yang menjadi kewenangannya,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,izin pemanfaatan,izin pemanfaatan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00761,UU21_2014,UU No. 21 Tahun 2014,Pasal 8 huruf b,pemberian Izin Pemanfaatan Langsung pada wilayah yang menjadi kewenangannya,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,izin pemanfaatan,izin pemanfaatan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00783,UU21_2014,UU No. 21 Tahun 2014,Pasal 11 ayat 4 huruf b,wilayah laut paling jauh 1/3 (satu per tiga) dari wilayah laut kewenangan provinsi,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,kewenangan,kewenangan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00784,UU21_2014,UU No. 21 Tahun 2014,Pasal 11 ayat 5,"Izin Pemanfaatan Langsung sebagaimana dimaksud pada ayat (2), ayat (3), dan ayat (4) diberikan berdasarkan permohonan dari Setiap Orang",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,izin pemanfaatan,izin pemanfaatan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00827,UU21_2014,UU No. 21 Tahun 2014,Pasal 24 ayat 3,Izin memanfaatkan kawasan sebagaimana dimaksud pada ayat (2) huruf a angka 2 dilakukan melalui izin pemanfaatan jasa lingkungan,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,izin pemanfaatan,izin pemanfaatan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00876,UU21_2014,UU No. 21 Tahun 2014,Pasal 43 ayat 1 huruf a angka 1,Izin Pemanfaatan Langsung atau salinan yang sah,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,izin pemanfaatan,izin pemanfaatan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00885,UU21_2014,UU No. 21 Tahun 2014,Pasal 46 huruf b,Hak Pemegang Izin Pemanfaatan Langsung,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,izin pemanfaatan,izin pemanfaatan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00887,UU21_2014,UU No. 21 Tahun 2014,Pasal 47,Kewajiban Pemegang Izin Pemanfaatan Langsung,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,izin pemanfaatan,izin pemanfaatan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00888,UU21_2014,UU No. 21 Tahun 2014,Pasal 48,Pemegang Izin Pemanfaatan Langsung wajib,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,izin pemanfaatan,izin pemanfaatan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00893,UU21_2014,UU No. 21 Tahun 2014,Pasal 49 ayat 1,Pemegang Izin Pemanfaatan Langsung wajib memenuhi kewajiban berupa,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,izin pemanfaatan,izin pemanfaatan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00898,UU21_2014,UU No. 21 Tahun 2014,Pasal 50 ayat 2 huruf c,pencabutan Izin Pemanfaatan Langsung,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,izin pemanfaatan,izin pemanfaatan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00909,UU21_2014,UU No. 21 Tahun 2014,Pasal 52 ayat 1 huruf c,"melaksanakan Eksplorasi, Eksploitasi, dan pemanfaatan sesuai dengan kaidah teknis yang baik dan benar",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,melaksanakan,melaksanakan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00913,UU21_2014,UU No. 21 Tahun 2014,Pasal 52 ayat 1 huruf g,melaksanakan program pengembangan dan pemberdayaan masyarakat setempat,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,melaksanakan,melaksanakan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C01012,UU21_2014,UU No. 21 Tahun 2014,Pasal 79,dapat melakukan kegiatan di Kawasan Hutan konservasi melalui izin pemanfaatan jasa lingkungan,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.0,Environmental Protection and Safety,0.0,1.0,izin pemanfaatan,izin pemanfaatan,0.55,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00032,UU30_2007,UU No. 30 Tahun 2007,Pasal 1 angka 28,"Pemerintah Pusat, selanjutnya disebut Pemerintah, adalah Presiden Republik Indonesia yang memegang kekuasaan pemerintahan negara Republik Indonesia sebagaimana dimaksud dalam Undang-Undang Dasar Negara Republik Indonesia Tahun 1945",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"pemerintah, pemerintah pusat","pemerintah pusat, pemerintah",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00070,UU30_2007,UU No. 30 Tahun 2007,Pasal 10 ayat 3,"Dalam hal Pemerintah membuat perjanjian internasional dalam bidang energi yang menimbulkan akibat yang luas dan mendasar bagi kehidupan rakyat yang terkait dengan beban keuangan negara dan/atau mengharuskan perubahan atau pembentukan undang-undang, harus mendapat persetujuan Dewan Perwakilan Rakyat",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"pemerintah, persetujuan","persetujuan, pemerintah",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00152,UU30_2007,UU No. 30 Tahun 2007,Pasal 26 ayat 1,"Kewenangan Pemerintah di bidang energi, antara lain",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"pemerintah, kewenangan","kewenangan, pemerintah",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00155,UU30_2007,UU No. 30 Tahun 2007,Pasal 26 ayat 2,"Kewenangan pemerintah provinsi di bidang energi, antara lain",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"pemerintah, kewenangan","kewenangan, pemerintah",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00159,UU30_2007,UU No. 30 Tahun 2007,Pasal 26 ayat 3,"Kewenangan pemerintah kabupaten/kota di bidang energi, antara lain",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"pemerintah, kewenangan","kewenangan, pemerintah",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00166,UU30_2007,UU No. 30 Tahun 2007,Pasal 29 ayat 1,Penelitian dan pengembangan ilmu pengetahuan dan teknologi penyediaan dan pemanfaatan energi wajib difasilitasi oleh Pemerintah dan pemerintah daerah sesuai dengan kewenangannya,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"pemerintah, pemerintah daerah","pemerintah daerah, pemerintah",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00208,PP79_2014,PP No. 79 Tahun 2014,Pasal 1 angka 28,"Pemerintah Pusat, selanjutnya disebut Pemerintah, adalah Presiden Republik Indonesia yang memegang kekuasaan pemerintahan negara Republik Indonesia sebagaimana dimaksud dalam Undang-Undang Dasar Negara Republik Indonesia Tahun 1945",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"pemerintah, pemerintah pusat","pemerintah pusat, pemerintah",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00385,PP79_2014,PP No. 79 Tahun 2014,Pasal 25 ayat 2 huruf a,Pemerintah dan/atau Pemerintah Daerah sesuai dengan kewenangannya,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"pemerintah, pemerintah daerah","pemerintah daerah, pemerintah",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00386,PP79_2014,PP No. 79 Tahun 2014,Pasal 25 ayat 3,"Pemerintah dan/atau Pemerintah Daerah mendorong terciptanya iklim pemanfaatan dan keberpihakan terhadap hasil penelitian, pengembangan, dan penerapan teknologi Energi nasional",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"pemerintah, pemerintah daerah","pemerintah daerah, pemerintah",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00387,PP79_2014,PP No. 79 Tahun 2014,Pasal 25 ayat 4,"Pemerintah dan/atau Pemerintah Daerah melakukan penguatan bidang penelitian, pengembangan, dan penerapan Energi paling sedikit melalui",,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"pemerintah, pemerintah daerah","pemerintah daerah, pemerintah",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00399,PP79_2014,PP No. 79 Tahun 2014,Pasal 26 ayat 3,Pemerintah dan/atau Pemerintah Daerah sesuai dengan kewenangannya bertanggung jawab dalam menangani dan mengatasi permasalahan Energi,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"pemerintah, pemerintah daerah","pemerintah daerah, pemerintah",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
C00482,PERPRES112_2022,Perpres No. 112 Tahun 2022,Pasal 1 angka 21,Menteri adalah menteri yang menyelenggarakan urusan pemerintahan di bidang energi dan sumber daya mineral,,,False,,Governance and Institutional Responsibility,Governance and Institutional Responsibility,1.2,Environmental Protection and Safety,0.0,1.2,"menteri, urusan pemerintahan","urusan pemerintahan, menteri",0.576,weak_evidence,weighted keyword rule; needs review due to low score or small margin
